acctnum,gender,state,zip,zip3,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,reference,art,geog,buyer
35486,F,NY,14072,140,15,9,29,225,254,2,0,0,0,1,0,0,1,no
35487,M,PA,19533,195,43,11,70,245,315,6,0,1,3,0,1,0,1,no
35488,F,NY,10598,105,27,27,15,291,306,1,0,0,0,0,0,0,1,no
35489,M,MD,21234,212,31,11,63,234,297,5,0,0,2,1,0,1,1,no
35490,M,NJ,08055,080,57,15,122,272,394,11,2,2,3,1,0,0,3,no
35491,F,NY,11561,115,23,21,27,122,149,2,0,0,1,0,1,0,0,no
35492,M,MD,20852,208,9,5,29,214,243,2,0,0,0,1,0,0,1,no
35493,M,MD,21046,210,27,15,49,288,337,4,0,1,0,1,0,1,1,no
35494,F,NY,10312,103,15,15,15,244,259,1,0,0,0,0,0,1,0,yes
35495,F,NJ,07012,070,5,1,25,267,292,2,0,0,2,0,0,0,0,no
35496,F,NY,10019,100,55,7,111,253,364,10,1,3,6,0,0,0,0,no
35497,F,PA,16222,162,9,1,46,225,271,4,2,1,0,0,0,0,1,no
35498,M,ME,04090,040,35,15,53,212,265,5,1,2,1,1,0,0,0,no
35499,M,NJ,07208,072,5,1,28,242,270,2,0,0,1,0,0,1,0,yes
35500,M,NJ,07403,074,55,11,128,94,222,11,2,0,2,1,1,5,0,yes
35501,F,MD,21237,212,35,13,90,258,348,8,1,1,4,1,1,0,0,no
35502,M,NJ,08080,080,87,25,142,300,442,12,1,1,3,3,1,1,2,no
35503,M,NY,10552,105,45,11,67,165,232,6,2,0,2,1,0,1,0,no
35504,F,NY,10998,109,15,7,25,271,296,2,0,0,2,0,0,0,0,no
35505,F,NY,11021,110,19,13,27,159,186,2,0,0,0,1,1,0,0,no
35506,F,NJ,07670,076,13,13,15,116,131,1,1,0,0,0,0,0,0,no
35507,F,PA,19335,193,13,13,15,119,134,1,0,0,0,0,0,1,0,no
35508,F,NY,10989,109,13,13,15,20,35,1,0,0,0,0,0,1,0,no
35509,F,NY,11355,113,31,29,25,259,284,2,0,1,1,0,0,0,0,no
35510,F,NY,11747,117,9,9,15,220,235,1,0,1,0,0,0,0,0,no
35511,M,MA,01032,010,9,1,28,21,49,2,0,0,0,0,1,1,0,no
35512,M,NY,11746,117,77,13,139,86,225,12,2,1,1,4,1,2,1,no
35513,F,PA,17701,177,11,11,15,261,276,1,0,0,0,0,0,0,1,no
35514,F,CT,06517,065,33,3,96,37,133,8,1,1,0,1,1,2,2,no
35515,F,MA,02402,024,43,7,98,112,210,8,1,0,1,1,0,3,2,yes
35516,M,NY,10921,109,9,3,29,256,285,2,0,0,1,0,0,0,1,no
35517,F,NY,11798,117,9,1,25,218,243,2,1,0,1,0,0,0,0,no
35518,F,MD,21217,212,19,15,28,116,144,2,0,1,0,0,0,1,0,no
35519,F,NJ,08837,088,15,11,28,145,173,2,1,0,0,0,0,1,0,no
35520,M,PA,18322,183,15,9,28,270,298,2,0,0,0,1,0,1,0,no
35521,F,NY,11757,117,1,1,15,63,78,1,0,0,1,0,0,0,0,yes
35522,F,NY,14305,143,29,29,15,219,234,1,1,0,0,0,0,0,0,no
35523,M,NY,11375,113,25,1,108,124,232,10,2,1,3,2,1,0,1,no
35524,F,NY,10549,105,5,5,15,274,289,1,1,0,0,0,0,0,0,no
35525,M,NJ,07030,070,51,25,136,158,294,12,4,0,2,3,2,1,0,no
35526,F,NY,11235,112,9,7,23,165,188,2,2,0,0,0,0,0,0,no
35527,F,PA,19002,190,15,15,15,238,253,1,0,0,1,0,0,0,0,no
35528,F,MA,01778,017,9,7,29,48,77,2,0,0,0,0,1,0,1,no
35529,F,NJ,07090,070,11,11,15,169,184,1,0,0,0,1,0,0,0,no
35530,M,NY,10516,105,15,11,26,123,149,2,0,0,1,1,0,0,0,no
35531,M,NY,10707,107,33,11,73,50,123,6,0,0,4,1,1,0,0,no
35532,F,NY,14760,147,37,29,26,46,72,2,1,0,0,1,0,0,0,no
35533,M,PA,15601,156,7,5,25,264,289,2,0,0,2,0,0,0,0,no
35534,M,NJ,07002,070,39,15,144,145,289,12,0,1,4,2,0,2,3,no
35535,F,NY,11756,117,33,7,79,123,202,8,4,1,2,1,0,0,0,no
35536,M,PA,19115,191,47,7,126,55,181,11,2,0,3,2,1,3,0,no
35537,F,CT,06804,068,35,29,25,121,146,2,0,1,1,0,0,0,0,no
35538,F,NJ,07011,070,11,3,29,8,37,2,0,0,0,0,0,0,2,no
35539,M,ME,04102,041,9,9,15,225,240,1,0,0,0,0,0,1,0,no
35540,F,MA,02167,021,45,15,75,139,214,7,2,1,0,3,0,1,0,no
35541,F,NJ,07302,073,13,3,52,170,222,4,0,0,1,0,0,1,2,no
35542,M,NJ,08204,082,37,33,28,67,95,2,1,0,0,0,0,1,0,no
35543,F,MD,21122,211,1,1,15,156,171,1,0,0,0,0,1,0,0,no
35544,M,NJ,07057,070,71,7,133,173,306,12,3,2,3,1,2,0,1,no
35545,F,NY,10607,106,29,29,15,107,122,1,0,0,0,0,1,0,0,no
35546,F,PA,17349,173,13,11,29,218,247,2,0,0,1,0,0,0,1,no
35547,F,MA,02173,021,7,7,15,2,17,1,0,0,1,0,0,0,0,no
35548,F,CT,06460,064,45,33,33,258,291,3,1,0,1,0,0,0,1,no
35549,F,NJ,08807,088,9,9,15,269,284,1,0,0,0,1,0,0,0,no
35550,F,MA,01475,014,23,19,29,213,242,2,0,0,0,1,0,0,1,no
35551,F,NY,11377,113,53,15,130,111,241,12,4,2,3,0,3,0,0,no
35552,F,NY,10708,107,39,5,83,26,109,7,2,1,1,0,0,1,2,no
35553,F,NY,10028,100,79,13,156,190,346,12,0,0,5,0,1,1,5,yes
35554,F,NY,11572,115,33,33,15,239,254,1,0,0,1,0,0,0,0,no
35555,M,PA,15102,151,3,3,15,108,123,1,0,0,0,0,0,0,1,no
35556,M,NJ,07068,070,5,5,15,154,169,1,1,0,0,0,0,0,0,no
35557,F,NJ,07030,070,15,15,15,223,238,1,0,0,1,0,0,0,0,no
35558,F,NY,10703,107,5,5,15,127,142,1,0,0,1,0,0,0,0,no
35559,M,PA,19053,190,5,5,15,264,279,1,1,0,0,0,0,0,0,no
35560,F,NJ,07607,076,51,13,114,169,283,10,3,0,3,0,1,1,2,no
35561,M,NJ,07094,070,45,9,102,127,229,9,1,0,5,0,1,1,1,no
35562,M,NY,11542,115,29,29,15,9,24,1,0,0,1,0,0,0,0,yes
35563,F,PA,18049,180,13,13,15,255,270,1,0,0,1,0,0,0,0,no
35564,F,NJ,07751,077,45,7,75,233,308,7,3,1,1,1,0,0,1,no
35565,M,NY,10027,100,63,7,132,210,342,11,1,0,2,5,0,1,2,no
35566,F,NY,13207,132,45,13,100,190,290,9,2,1,3,0,1,0,2,no
35567,M,MD,21237,212,15,11,29,136,165,2,0,0,0,1,0,0,1,no
35568,F,NY,10801,108,43,9,62,177,239,6,2,3,0,0,0,1,0,no
35569,M,PA,15601,156,53,15,122,86,208,11,2,1,2,2,0,3,1,no
35570,F,MA,01930,019,15,15,15,3,18,1,1,0,0,0,0,0,0,no
35571,M,NJ,07005,070,17,7,48,168,216,4,2,0,0,1,0,0,1,no
35572,M,NY,11414,114,77,25,138,104,242,12,4,1,2,2,0,1,2,no
35573,F,CT,06071,060,17,17,15,83,98,1,1,0,0,0,0,0,0,no
35574,M,NJ,08701,087,11,9,29,96,125,2,0,1,0,0,0,0,1,no
35575,F,NJ,08051,080,29,25,24,301,325,2,1,1,0,0,0,0,0,no
35576,M,NY,10925,109,21,13,25,208,233,2,0,0,2,0,0,0,0,no
35577,F,MD,20904,209,11,1,54,240,294,5,2,1,1,0,1,0,0,no
35578,F,MD,21044,210,23,15,28,7,35,2,1,0,0,0,0,1,0,no
35579,F,NY,12203,122,11,11,15,201,216,1,1,0,0,0,0,0,0,no
35580,F,DE,19950,199,45,5,81,124,205,7,1,1,2,0,1,1,1,yes
35581,F,NY,10033,100,1,1,15,227,242,1,0,0,1,0,0,0,0,no
35582,F,NJ,08701,087,19,15,26,70,96,2,0,1,0,1,0,0,0,no
35583,F,MD,20817,208,45,1,89,292,381,8,1,2,2,1,1,0,1,no
35584,F,PA,15207,152,23,15,25,150,175,2,1,0,1,0,0,0,0,no
35585,F,NY,14086,140,25,19,23,129,152,2,2,0,0,0,0,0,0,no
35586,M,PA,18411,184,7,5,28,179,207,2,1,0,0,0,0,1,0,no
35587,M,PA,19067,190,13,9,25,258,283,2,1,0,1,0,0,0,0,no
35588,F,PA,19317,193,19,17,25,301,326,2,1,0,1,0,0,0,0,no
35589,M,PA,19425,194,7,3,23,295,318,2,2,0,0,0,0,0,0,no
35590,F,NJ,07444,074,27,27,15,99,114,1,0,0,1,0,0,0,0,no
35591,M,MD,20715,207,13,9,25,174,199,2,0,0,2,0,0,0,0,no
35592,M,NJ,07013,070,47,15,113,251,364,10,1,1,3,2,1,1,1,no
35593,M,NY,11357,113,51,5,130,57,187,12,7,0,4,0,0,1,0,no
35594,F,NY,11021,110,23,15,29,112,141,2,1,0,0,0,0,0,1,no
35595,F,PA,19064,190,51,11,98,256,354,9,3,2,1,1,0,0,2,no
35596,F,NY,11385,113,31,29,29,35,64,2,0,1,0,0,0,0,1,no
35597,F,NJ,07646,076,49,13,114,235,349,9,0,0,1,2,2,0,4,no
35598,F,NY,10029,100,17,17,15,23,38,1,0,1,0,0,0,0,0,no
35599,F,NJ,08731,087,7,7,15,186,201,1,0,0,0,0,0,0,1,no
35600,F,PA,18201,182,45,23,56,29,85,4,0,0,0,0,0,2,2,no
35601,M,NJ,08757,087,67,13,134,281,415,12,1,3,2,2,2,1,1,no
35602,M,NJ,07950,079,39,11,69,35,104,6,0,2,1,1,2,0,0,no
35603,F,NY,11354,113,23,23,15,20,35,1,0,0,1,0,0,0,0,no
35604,F,NY,10707,107,27,21,26,289,315,2,0,1,0,1,0,0,0,no
35605,M,NJ,08901,089,13,13,15,210,225,1,0,0,0,0,0,1,0,no
35606,M,MA,01226,012,9,7,24,290,314,2,1,1,0,0,0,0,0,no
35607,F,NY,10471,104,21,13,29,241,270,2,0,0,1,0,0,0,1,no
35608,F,DE,19807,198,11,7,29,59,88,2,0,0,1,0,0,0,1,no
35609,M,NJ,07003,070,9,5,29,23,52,2,0,0,0,0,1,0,1,no
35610,F,CT,06010,060,9,9,15,23,38,1,0,0,1,0,0,0,0,no
35611,F,PA,16801,168,23,23,15,257,272,1,1,0,0,0,0,0,0,no
35612,M,NY,13323,133,43,33,47,145,192,4,1,0,1,1,0,0,1,no
35613,M,PA,19008,190,69,13,110,73,183,10,1,2,3,1,2,0,1,no
35614,F,NY,10926,109,59,11,92,268,360,8,1,0,5,1,0,1,0,no
35615,F,NJ,08054,080,11,11,15,59,74,1,0,0,1,0,0,0,0,no
35616,M,PA,19041,190,49,29,48,302,350,4,1,0,2,0,0,1,0,no
35617,M,NY,14616,146,11,11,15,251,266,1,0,0,0,0,1,0,0,no
35618,M,MD,20706,207,19,11,24,21,45,2,1,1,0,0,0,0,0,no
35619,M,PA,17601,176,13,13,15,281,296,1,1,0,0,0,0,0,0,no
35620,F,PA,15047,150,25,7,50,115,165,4,0,0,2,0,1,1,0,no
35621,F,MA,01503,015,17,15,27,86,113,2,0,0,1,0,1,0,0,no
35622,F,PA,19468,194,25,13,32,116,148,3,1,1,1,0,0,0,0,no
35623,F,NJ,07070,070,13,5,26,210,236,2,0,1,0,1,0,0,0,no
35624,M,MA,02072,020,41,13,118,266,384,11,2,2,2,3,0,1,1,no
35625,F,NJ,07666,076,13,13,15,2,17,1,0,0,0,0,0,0,1,no
35626,F,NY,10533,105,9,9,15,215,230,1,0,0,0,1,0,0,0,no
35627,M,NJ,07825,078,25,25,15,247,262,1,0,0,0,0,0,1,0,no
35628,F,NY,12440,124,7,7,15,43,58,1,0,0,1,0,0,0,0,no
35629,F,PA,18944,189,59,29,91,74,165,8,3,0,1,2,0,0,2,no
35630,F,NY,10010,100,11,11,15,71,86,1,0,0,1,0,0,0,0,no
35631,M,NJ,07930,079,29,1,115,286,401,10,2,1,2,2,0,1,2,no
35632,F,MD,21030,210,13,11,29,228,257,2,0,0,0,0,0,1,1,no
35633,F,PA,19046,190,15,11,29,157,186,2,0,0,0,0,0,0,2,no
35634,M,PA,15642,156,41,19,56,265,321,5,1,2,0,1,0,1,0,no
35635,M,CT,06268,062,11,7,27,180,207,2,0,0,0,1,1,0,0,no
35636,F,NY,10522,105,29,7,42,290,332,4,1,1,2,0,0,0,0,no
35637,M,MA,01907,019,27,27,15,39,54,1,0,0,0,0,0,1,0,no
35638,F,NY,14223,142,11,11,15,131,146,1,0,0,1,0,0,0,0,no
35639,M,NY,11368,113,27,11,51,216,267,4,1,0,0,0,3,0,0,no
35640,M,NJ,08109,081,41,13,80,149,229,7,3,0,1,1,0,0,2,no
35641,F,NJ,08619,086,9,3,34,37,71,3,2,0,0,1,0,0,0,no
35642,M,PA,19038,190,41,15,71,41,112,6,0,0,3,2,0,0,1,no
35643,F,NY,11428,114,19,15,28,209,237,2,0,0,0,0,0,2,0,no
35644,F,NY,11414,114,11,9,25,27,52,2,1,0,1,0,0,0,0,no
35645,F,PA,18054,180,23,19,28,259,287,2,1,0,0,0,0,1,0,no
35646,F,PA,19136,191,13,13,15,8,23,1,1,0,0,0,0,0,0,no
35647,M,MD,20745,207,7,7,15,136,151,1,0,0,0,1,0,0,0,no
35648,M,PA,18974,189,25,13,51,248,299,5,3,1,0,1,0,0,0,yes
35649,F,PA,18704,187,41,23,56,45,101,5,4,0,1,0,0,0,0,no
35650,F,NY,11557,115,17,13,26,286,312,2,1,0,0,1,0,0,0,no
35651,F,NJ,07078,070,55,27,80,256,336,7,1,3,0,1,0,0,2,no
35652,M,MA,01128,011,35,9,94,29,123,8,2,0,3,0,0,0,3,no
35653,M,CT,06853,068,19,9,57,27,84,5,1,0,2,1,0,1,0,no
35654,F,CT,06812,068,9,1,26,62,88,2,1,0,0,1,0,0,0,no
35655,F,NJ,08755,087,65,3,128,84,212,11,3,1,3,0,1,1,2,yes
35656,F,PA,19403,194,11,11,15,186,201,1,1,0,0,0,0,0,0,no
35657,F,NY,11365,113,43,35,28,191,219,2,1,0,0,0,0,1,0,no
35658,F,PA,19464,194,25,3,74,32,106,6,1,0,1,0,0,2,2,yes
35659,F,NY,11225,112,13,13,15,9,24,1,1,0,0,0,0,0,0,no
35660,M,PA,18925,189,27,21,28,233,261,2,1,0,0,0,0,1,0,no
35661,F,NJ,07024,070,13,7,25,191,216,2,1,0,1,0,0,0,0,no
35662,M,NY,10011,100,23,15,25,154,179,2,0,1,1,0,0,0,0,no
35663,F,PA,19038,190,17,15,27,49,76,2,0,0,1,0,1,0,0,no
35664,F,MA,02169,021,91,33,116,93,209,10,4,0,3,0,1,0,2,no
35665,F,MD,21208,212,37,1,121,289,410,10,0,3,2,0,1,1,3,yes
35666,M,MA,02740,027,15,15,15,26,41,1,0,0,0,0,0,0,1,no
35667,M,MA,01451,014,11,7,24,90,114,2,1,1,0,0,0,0,0,no
35668,M,NY,11942,119,19,9,47,82,129,4,1,0,1,0,0,0,2,no
35669,M,NY,11791,117,25,15,44,105,149,4,2,0,1,1,0,0,0,no
35670,F,PA,15044,150,41,35,25,25,50,2,1,0,1,0,0,0,0,no
35671,F,MA,02189,021,49,9,95,316,411,8,0,1,5,0,1,0,1,no
35672,F,NY,11554,115,15,15,15,204,219,1,0,0,0,0,0,1,0,no
35673,F,NY,11001,110,3,3,15,196,211,1,0,0,1,0,0,0,0,no
35674,M,NY,11215,112,11,11,15,260,275,1,0,0,0,0,1,0,0,no
35675,F,PA,19023,190,53,13,125,328,453,11,2,1,3,0,2,1,2,no
35676,F,RI,02906,029,55,15,81,52,133,7,1,1,2,0,1,1,1,no
35677,F,PA,18018,180,19,15,24,257,281,2,1,1,0,0,0,0,0,yes
35678,M,MA,02152,021,49,11,108,108,216,9,3,0,0,1,1,4,0,no
35679,F,MA,02168,021,41,25,33,32,65,3,1,0,1,0,0,0,1,no
35680,F,NJ,08540,085,43,15,54,25,79,5,2,1,1,0,1,0,0,no
35681,F,NY,10940,109,23,9,62,61,123,5,0,0,3,0,0,1,1,no
35682,F,NY,11554,115,15,13,25,275,300,2,0,0,2,0,0,0,0,no
35683,F,NJ,08096,080,15,15,15,262,277,1,0,0,1,0,0,0,0,no
35684,F,NJ,07040,070,39,19,109,172,281,10,3,1,2,1,2,0,1,no
35685,F,NJ,07728,077,19,15,26,116,142,2,1,0,0,1,0,0,0,no
35686,F,NY,11554,115,35,9,116,153,269,10,2,1,1,0,1,3,2,yes
35687,F,MD,21215,212,15,15,15,265,280,1,0,0,0,0,1,0,0,no
35688,M,PA,15223,152,33,23,37,238,275,3,1,0,0,0,1,0,1,no
35689,F,NY,10023,100,31,23,29,243,272,2,0,0,1,0,0,0,1,no
35690,M,NY,11550,115,29,1,134,234,368,11,0,1,2,2,1,1,4,no
35691,F,MD,21234,212,21,17,28,255,283,2,0,0,0,0,0,2,0,no
35692,F,NY,11355,113,77,35,114,250,364,10,1,1,3,1,2,1,1,no
35693,M,NY,10462,104,15,15,15,104,119,1,0,0,0,1,0,0,0,no
35694,F,NJ,07666,076,35,15,46,55,101,4,0,1,1,0,1,0,1,no
35695,M,MA,02745,027,21,15,25,145,170,2,1,0,1,0,0,0,0,no
35696,M,PA,19119,191,17,7,47,145,192,4,1,0,2,0,0,0,1,yes
35697,F,PA,19380,193,13,13,15,84,99,1,0,0,0,0,0,1,0,no
35698,F,PA,19038,190,13,13,15,160,175,1,0,0,1,0,0,0,0,no
35699,M,PA,15923,159,11,3,27,254,281,2,0,0,0,1,1,0,0,yes
35700,M,NY,10977,109,33,17,65,217,282,5,1,0,0,1,1,1,1,no
35701,F,MD,21227,212,29,29,15,104,119,1,1,0,0,0,0,0,0,no
35702,F,NJ,07820,078,33,13,42,251,293,4,1,2,1,0,0,0,0,no
35703,F,NY,11710,117,11,5,26,26,52,2,1,0,0,1,0,0,0,no
35704,F,PA,18017,180,17,9,26,110,136,2,0,0,1,1,0,0,0,no
35705,F,MA,01923,019,61,13,112,157,269,11,3,2,4,1,0,0,1,no
35706,M,MA,01036,010,29,17,59,282,341,5,1,1,1,1,0,0,1,no
35707,F,NJ,08520,085,11,11,15,31,46,1,1,0,0,0,0,0,0,no
35708,M,DC,20007,200,53,15,77,46,123,7,3,0,1,2,0,0,1,no
35709,F,MD,21043,210,93,25,152,269,421,12,1,0,2,0,1,2,6,yes
35710,F,NY,11215,112,49,11,112,249,361,10,1,2,3,1,1,0,2,no
35711,F,ME,04046,040,15,15,15,56,71,1,0,0,1,0,0,0,0,no
35712,F,NY,11501,115,17,3,79,213,292,7,1,1,1,1,0,3,0,yes
35713,F,MD,21048,210,29,5,116,118,234,10,2,1,1,0,1,2,3,yes
35714,F,NY,11725,117,23,15,28,218,246,2,0,1,0,0,0,1,0,no
35715,F,NJ,07716,077,11,11,15,36,51,1,0,0,0,0,0,0,1,no
35716,M,NY,14228,142,23,13,45,213,258,4,0,1,2,1,0,0,0,no
35717,M,PA,19094,190,67,7,120,160,280,11,3,1,3,2,0,0,2,no
35718,M,PA,19117,191,41,33,26,29,55,2,1,0,0,1,0,0,0,no
35719,F,NY,11580,115,35,17,52,28,80,4,0,0,1,0,0,2,1,no
35720,F,PA,18017,180,13,13,15,278,293,1,0,0,1,0,0,0,0,no
35721,F,NY,14624,146,9,7,28,4,32,2,0,0,0,0,0,2,0,yes
35722,M,NJ,07024,070,1,1,15,228,243,1,0,0,0,0,0,0,1,no
35723,M,PA,19422,194,47,15,111,253,364,10,3,1,1,3,0,0,2,no
35724,F,NY,11209,112,29,15,33,185,218,3,1,1,1,0,0,0,0,no
35725,F,NY,12414,124,11,5,24,49,73,2,1,1,0,0,0,0,0,no
35726,F,CT,06854,068,21,13,26,131,157,2,1,0,0,1,0,0,0,no
35727,M,MA,02021,020,11,11,15,178,193,1,0,0,0,0,1,0,0,no
35728,F,PA,19023,190,31,27,29,68,97,2,0,0,1,0,0,0,1,no
35729,F,NY,10801,108,61,25,134,108,242,12,4,1,3,1,1,2,0,yes
35730,F,NY,11510,115,15,1,49,231,280,4,0,0,3,0,0,0,1,yes
35731,M,PA,16146,161,43,13,68,138,206,6,1,2,0,2,0,0,1,no
35732,F,MA,02632,026,9,9,15,87,102,1,0,0,1,0,0,0,0,no
35733,M,NJ,08314,083,29,29,15,59,74,1,0,1,0,0,0,0,0,no
35734,F,MD,20772,207,9,9,15,131,146,1,1,0,0,0,0,0,0,no
35735,F,MD,21227,212,19,1,75,323,398,7,2,0,4,0,0,0,1,yes
35736,F,NJ,07083,070,41,3,90,290,380,8,4,0,0,1,1,0,2,no
35737,F,PA,15227,152,35,31,28,125,153,2,0,0,0,0,0,2,0,no
35738,F,NY,12205,122,15,15,15,92,107,1,0,0,1,0,0,0,0,no
35739,F,NY,14086,140,41,29,38,173,211,3,0,0,1,1,1,0,0,no
35740,F,NY,11804,118,13,13,15,16,31,1,1,0,0,0,0,0,0,no
35741,F,NJ,07734,077,41,33,27,56,83,2,0,0,1,0,1,0,0,no
35742,F,NY,11772,117,5,5,15,61,76,1,0,0,1,0,0,0,0,no
35743,F,NY,11354,113,41,5,102,191,293,9,0,2,2,1,3,0,1,yes
35744,F,CT,06268,062,61,11,120,294,414,11,5,1,3,0,0,1,1,no
35745,F,MD,21228,212,39,35,28,123,151,2,0,0,1,0,0,1,0,no
35746,F,CT,06010,060,27,27,15,214,229,1,1,0,0,0,0,0,0,no
35747,M,PA,15205,152,5,3,25,173,198,2,0,1,1,0,0,0,0,no
35748,F,PA,17403,174,11,7,28,237,265,2,0,0,1,0,0,1,0,no
35749,M,MD,20906,209,27,13,48,119,167,4,1,1,1,0,0,0,1,no
35750,F,MA,02652,026,9,9,15,51,66,1,1,0,0,0,0,0,0,no
35751,F,PA,15301,153,3,3,15,152,167,1,0,0,0,0,0,0,1,no
35752,M,DE,19971,199,77,17,149,330,479,12,0,0,4,2,2,3,1,no
35753,F,NJ,08066,080,29,19,51,73,124,4,0,1,1,0,1,0,1,no
35754,M,NJ,07834,078,55,27,74,276,350,6,0,0,2,1,2,0,1,no
35755,F,NY,10312,103,7,5,26,32,58,2,1,0,0,1,0,0,0,no
35756,F,NJ,07110,071,19,3,78,67,145,7,2,1,2,0,1,0,1,no
35757,M,CT,06379,063,53,13,102,274,376,9,4,1,1,0,2,1,0,yes
35758,M,PA,19406,194,27,3,58,224,282,5,0,1,1,1,0,2,0,no
35759,F,NJ,07747,077,31,23,29,171,200,2,0,0,1,0,0,0,1,no
35760,F,NJ,08701,087,7,7,15,17,32,1,0,1,0,0,0,0,0,no
35761,F,NJ,07204,072,29,25,25,202,227,2,0,1,1,0,0,0,0,no
35762,F,NJ,08690,086,31,31,15,243,258,1,0,0,0,0,1,0,0,no
35763,M,DE,19810,198,19,13,28,224,252,2,0,0,0,0,1,1,0,yes
35764,F,NJ,08825,088,19,13,29,273,302,2,1,0,0,0,0,0,1,no
35765,F,PA,17821,178,15,15,15,25,40,1,0,0,0,1,0,0,0,no
35766,F,NY,10573,105,21,19,26,250,276,2,1,0,0,1,0,0,0,no
35767,F,MD,21237,212,59,15,129,309,438,11,1,5,1,0,0,2,2,yes
35768,F,NY,10710,107,17,13,27,67,94,2,0,0,1,0,1,0,0,no
35769,F,NJ,08857,088,1,1,15,88,103,1,0,0,0,0,0,0,1,no
35770,F,MD,21234,212,67,9,123,213,336,11,2,1,4,0,1,1,2,no
35771,F,MD,21212,212,7,3,27,197,224,2,0,1,0,0,1,0,0,no
35772,F,MD,20628,206,57,1,113,122,235,10,2,1,2,0,1,1,3,no
35773,M,PA,19064,190,41,13,115,94,209,10,2,0,4,2,0,1,1,no
35774,F,MA,01930,019,5,3,26,122,148,2,1,0,0,1,0,0,0,yes
35775,F,NY,11209,112,29,9,76,146,222,7,1,1,2,2,1,0,0,no
35776,F,NY,11373,113,19,13,25,156,181,2,0,0,2,0,0,0,0,no
35777,M,PA,18624,186,15,11,27,190,217,2,0,0,1,0,1,0,0,no
35778,F,MA,01890,018,15,15,15,280,295,1,0,0,0,0,0,0,1,no
35779,M,NY,12208,122,5,1,29,268,297,2,0,0,0,1,0,0,1,no
35780,F,NY,10990,109,35,9,77,284,361,7,1,1,5,0,0,0,0,no
35781,F,NY,10538,105,29,21,27,165,192,2,0,1,0,0,1,0,0,no
35782,F,PA,19022,190,9,9,15,9,24,1,0,0,1,0,0,0,0,no
35783,M,NY,14220,142,3,1,28,150,178,2,1,0,0,0,0,1,0,no
35784,F,MD,21204,212,17,13,25,257,282,2,1,0,1,0,0,0,0,no
35785,F,PA,17033,170,17,11,29,204,233,2,0,0,0,0,0,0,2,no
35786,M,NY,10014,100,61,5,112,143,255,10,2,1,3,1,0,1,2,yes
35787,F,CT,06010,060,19,11,24,227,251,2,1,1,0,0,0,0,0,no
35788,M,MD,20602,206,41,11,68,161,229,6,3,0,0,1,1,0,1,no
35789,F,NY,14840,148,9,9,15,297,312,1,1,0,0,0,0,0,0,no
35790,F,NJ,08094,080,7,7,15,289,304,1,0,0,0,0,0,0,1,no
35791,M,NH,03060,030,35,13,63,165,228,5,0,0,1,1,0,2,1,no
35792,F,PA,16127,161,25,19,25,21,46,2,0,1,1,0,0,0,0,no
35793,F,NJ,08723,087,27,23,26,119,145,2,0,0,1,1,0,0,0,no
35794,F,NJ,08512,085,15,15,15,193,208,1,0,1,0,0,0,0,0,no
35795,F,NY,11961,119,15,15,15,166,181,1,0,0,0,0,1,0,0,no
35796,F,NY,11580,115,13,9,25,53,78,2,1,0,1,0,0,0,0,no
35797,F,PA,19124,191,21,15,28,95,123,2,1,0,0,0,0,1,0,no
35798,F,MA,01524,015,49,13,121,273,394,11,1,2,3,1,3,1,0,no
35799,F,CT,06432,064,17,13,24,111,135,2,1,1,0,0,0,0,0,no
35800,M,NJ,07407,074,13,13,15,206,221,1,0,0,0,0,0,0,1,no
35801,F,MD,21047,210,35,35,15,71,86,1,1,0,0,0,0,0,0,no
35802,F,NJ,08109,081,31,7,95,139,234,8,1,1,0,2,1,2,1,yes
35803,M,MD,21042,210,13,9,28,180,208,2,0,0,0,0,1,1,0,no
35804,F,PA,18969,189,11,11,15,203,218,1,0,0,1,0,0,0,0,no
35805,F,PA,19154,191,11,5,25,31,56,2,1,0,1,0,0,0,0,no
35806,M,MD,20854,208,41,7,64,237,301,6,2,2,0,1,1,0,0,no
35807,M,NY,10580,105,11,11,15,23,38,1,0,0,0,0,0,1,0,yes
35808,F,NJ,07013,070,23,13,32,40,72,3,1,1,0,0,0,0,1,no
35809,M,NY,14612,146,21,21,15,81,96,1,0,0,0,0,1,0,0,no
35810,M,NY,11940,119,47,1,101,103,204,9,3,1,1,1,0,2,1,no
35811,M,MD,20906,209,33,15,68,66,134,6,2,0,2,1,0,0,1,no
35812,F,MA,01701,017,27,15,36,108,144,3,0,1,1,1,0,0,0,no
35813,M,NJ,07067,070,31,1,89,256,345,8,4,0,2,1,1,0,0,no
35814,M,MA,01440,014,41,13,67,152,219,6,1,0,3,1,0,1,0,no
35815,M,NY,10021,100,27,9,49,295,344,4,0,0,2,1,0,1,0,no
35816,F,NY,14217,142,5,5,15,64,79,1,0,0,0,0,0,1,0,no
35817,F,NJ,08055,080,47,11,131,208,339,12,4,3,2,0,1,1,1,no
35818,M,NJ,08107,081,57,15,125,223,348,11,2,1,1,1,3,2,1,no
35819,F,NY,10707,107,11,11,15,298,313,1,0,1,0,0,0,0,0,no
35820,F,MA,01501,015,15,15,15,32,47,1,0,0,0,0,0,0,1,no
35821,F,NY,14214,142,9,7,27,183,210,2,0,0,1,0,1,0,0,no
35822,M,NY,10801,108,11,7,25,264,289,2,1,0,1,0,0,0,0,no
